,City,Latitude,Longitude,Province,introduction,Area (Sq. km),Forest Area (acres),Total Housing Units,Tehsils,Union Councils,Population,Population Density per Sq. Km,Ratio Male per hundres females,Urban Population,Rural Population,Male,Female,Transgender,Number of Cattle,Multi Dimensional Poverty Index,Road Kilometrage,Motor Vehicles Registered,Health Institutions,Bed Strength,Doctors,Children fully immunized Urban,Children fully immunized Rural,Urban tap water %,Rural tap water %,Households toilet facility,Primary schools,Middle schools,High schools,Learning Score %,Availability of Electricity,Availability of Water,Public Toilet %
63,Tando Muhammad Khan,25.1239,68.5389,Sindh,"District Tando Muhammad Khan, on its creation by the Government of Sindh in June 2005, started functioning with its headquarter at Tando Muhammad Khan Taluka. The district derives its name from Mir Mohammad Khan Talpur who was a famous personality in the history of Anglo-Pakistan. Talpur dynasty ruled this region from 1783 to 1843. They arrived in Sindh during the invasion of Nadir Shah. His son Mir Allah Bux Talpur rendered historical sacrifices during the British Regime. The Mir family played a very key role during the independence as well during the British regime in the development. Mir Mohammad Khan planned all the boundaries of the district and included parts of GUNI in its jurisdictions. The efforts were continued by Mir Ghulam Ali Khan Talpur who not only established the educational institutions for the provision of quality education but he himself was involved in providing social services in the area. He is well remembered in the history of Tando Mohammad Khan and is famous in all the areas Hyderabad and Badin1 as well.

It is bordered by Hyderabad and Tando Allahyar districts to the north, to the south and east Badin district and to the west Thatta district. The river Indus flows in north-west. It is located between 68° 15’ 14” to 68° 44’ 2” east longitude and 24° 45’ 41” to 25° 17’ 8” north latitude. 

This district is agro-based as majority of the people depend for their livelihood on agriculture, this accounts for 70 percent of the population. Main crops of this district are sugarcane, rice, wheat and cotton. Phuleli, Pinyari and Akram canals are main source of irrigation in this district.

Tando Muhammad Khan is primarily an agro-based district and the industrial base in this district is dependent on the agriculture. This district has established industries which are related to the agriculture i.e. the raw material, for these industries, is provided by the agriculture sector. Besides, this district is the second largest Ajrak manufacturer in Pakistan. So a huge small scale Ajrak manufacturing industry is well established in this district. Besides there are sugar mills, flour mills, and rice mills in this district.",1734,190316.0,131565,3,28,677228.0,391.0,106.97,142050,535178,350010,327202,16,57000,0.455,370.0,41,1,30,119,100.0,99.0,35.0,1.0,92.0,951,32,38,46.36,24.52,50.96,57.04
64,Chakwal,32.93,72.85,Punjab,"Chakwal was created as an independent district of Rawalpindi in 1985 by combining sub division Chakwal of district Jhelum, sub division Talagang of district Attock and the police station Choa Saidan Shah, carved out of sub division Pind Dandan Khan of district Jhelum.
Chakwal is famous for making Zari Shoes. Khes weaving is also an important traditional craft of the District. Though Cotton is not grown in the district Chakwal but there are five textile-spinning units out of which three units also manufacture Polyester/Viscose Yarn. This reflects very good prospects for textile weaving and processing, hosiery, towels, bed sheets and sizing units.

District Chakwal is quite rich in minerals. Argillaceous Clay, Coal, Dolomite, Gypsum, Limestone and Rock Salt are commercially excavated but no end-user industry exists in the district. However, in adjoining Jhelum district, there are three cement plants and a soda ash unit. In district Chakwal there exists a bright scope for Gypsum processing, Dolomite processing, Cooling /Iodinised /Pharmaceutical Grade Salt units.",6524,150634.631,266109,5,71,1495982.0,229.0,94.0,490006,1393550,724205,771744,33,279000,0.056,2519.02,159423,7,420,149,100.0,97.0,8.0,19.0,92.0,730,208,227,59.5,91.11,98.25,98.52
65,Badin,24.6558,68.8383,Sindh,"Badin district is situated between latitude 24° 13’ to 25° 12’ North and longitude 68° 21’ to 69° 20’ East. The district is bounded in the north by Hyderabad, in the east by Mirpurkhas and Tharparker districts, in the south by the Arabian Sea and Rann6 of Kutch, which also forms the international boundary with India, and in the west it borders Thatta and Hyderabad districts. The district is part of the Lower Indus Plain formed by the alluvial deposits of the Indus River. Thus, its land is very uniform in character and hills or rivers do not diversify it; in fact, there are no rivers or streams in the district. The climate of Badin is relatively mild. The sea breezes keep the summers relatively cool. During the monsoon period the sky is cloudy, but there is very little precipitation. The climate in summer is generally moist and humid. The cold weather in Badin starts from the beginning of November, where there is a sudden change in temperature. There are very few plants other than trees and grasses in the region.” (Human Development Foundation).

Badin district can be broadly divided into two distinct economic zones. One zone supports purely agricultural income and the other one has a mixed economy, having fisheries along with agriculture as its main stay. The upper part of the district, comprising of Taluka Tando Bago, Matli and Talhar, falls in the first zone whereas, Taluka Golarchi (Shaheed Fazil Rahoo) and Badin up to Taluka Diplo of district Tharparker constitutes the mixed economic zone. At present, sugarcane is the major cash crop in the district. However, after 2003 floods, due to shortage of water, the cultivation pattern changed and people have started growing sunflower as an alternate crop. The entire land is irrigated by water coming from Sukkur and Kotri barrages. The irrigation network mainly comprises Gooni, Phulali, Akram Wah and Nasir canals.

Bulk of the population resides in rural areas of which 65 percent is engaged in farming and livestock rearing, and depends on these as their main sources of livelihood17. While the farming sector provides a major source of employment for the people in District Badin, land ownership is much skewed. There are either large cultivators/absentee landlords or very small cultivators (mainly small owners-cum tenants and sharecroppers) or labourers. For majority of the population most agriculturally related income comes from labour on other people's farms, which easily outweighs income from crop sales. Main Crops are Sugar Cane, Rice, Wheat and sunflower.

There are six Sugar Mills and 70 Rice Husking mills in the district. The industry provides employment to 6,000 people. The sugarcane prices are unstable in Badin and industrialists never miss an opportunity to deny farmers their due share. During crop season, the net take home decreases drastically when the crop is bumper and the industry is not scared of the supply.",6726,120053.18,359376,5,68,1804516.0,268.0,107.0,390378,1414138,932488,871979,49,315000,0.433,1526.0,1856,4,170,326,100.0,100.0,33.0,5.0,82.0,2820,101,70,30.61,27.65,42.42,52.88
66,Rajanpur,29.1041,70.3297,Punjab,"Rajanpur District derives its name from the town of Rajanpur which was founded by Makhdoom Sheikh Rajan Shah about 1770. Rajanpur District was carved out from Dera Ghazi Khan District in 1982. Rajanpur is situated on the right bank (west side) of River Indus. It is bounded on the north by Dera Ghazi Khan District, to the west by Dera Bugti district of Balochistan, to the east by Muzaffargarh and Rahim Yar Khan districts, in the south lies Kashmore District of Sindh Province. The Suleiman Mountains rise to the west of the district.

The Vedic period is characterized by Indo-Aryan culture that invaded from Central Asia and settled in Punjab region. The Kambojas, Daradas, Kaikayas, Madras, Pauravas, Yaudheyas, Malavas and Kurus invaded, settled and ruled ancient Punjab region. After overrunning the Achaemenid Empire in 331 BCE, Alexander marched into present-day Punjab region with an army of 50,000. The Rajanpur was ruled by Maurya Empire, Indo-Greek kingdom, Kushan Empire, Gupta Empire, White Huns, Kushano-Hephthalites and Shahi kingdoms.
In 997 CE, Sultan Mahmud Ghaznavi, took over the Ghaznavid dynasty empire established by his father, Sultan Sebuktegin, In 1005 he conquered the Shahis in Kabul in 1005, and followed it by the conquests of Punjab region. The Delhi Sultanate and later Mughal Empire ruled the region. The Punjab region became predominantly Muslim due to missionary Sufi saints whose dargahs dot the landscape of Punjab region.
After the decline of the Mughal Empire, the Sikh Empire invaded and occupied Rajanpur District. The Muslims faced restrictions during the Sikh rule. During the period of British rule, Rajanpur district increased in population and importance.
The predominantly Muslim population supported Muslim League and Pakistan Movement. After the independence of Pakistan in 1947, the minority Hindus and Sikhs migrated to India while the Muslim refugees from India settled in the Rajanpur District.
Agriculture in Rajanpur depends solely upon canal irrigation since rainfall is negligible in the region. The five rivers of the Punjab meet at the locality of Wang near Mithankot; hence these rivers provide water for irrigation as well as for domestic usage. Rainfall occurs during the monsoon season (July–September). Occasional heavy rainfall causes flooding in this region, but such floods are rare. In Rajanpur, flood waters come from the Kah Sultan and Shacher torrents (rivulets), as well as the Indus.
Rajanpur district is famous for cotton and sugarcane crop, although they are cultivating wheat and rice as well and tobacco to very little extent too.

The industrial sector of Rajanpur hosts a number of industries complementing its agricultural sector. There are many rice mills and numerous cotton ginning factories. Sugar and textile mills have also been set up for easy transport of raw material to factories.",12318,34685.427,262490,4,69,1995958.0,162.0,106.0,337202,1658756,1028015,967878,65,367000,0.357,1418.84,30474,6,334,199,100.0,100.0,27.0,9.0,51.0,966,86,69,66.97,68.66,98.69,97.17
67,Pishin,30.5833,67.0,Balochistan,"Pishin District lies between 66°46'01”-67°49'19” East longitudes and 30°44'02”-31°14'02” North latitudes. Location of Pishin is at 670 km (aerial distance) south-west (240 degrees bearing) of Pakistan's Capital City Islamabad.

Pishin was separated from Quetta after granting district status on 18 January, 1975. According to the local verbal accounts, its name originates from a son of the Emperor Afrasiab and Fushing was the spelling used in the records of the Afghan government. Pishin is a modernized form of 'Pushang', which is an Old Persian version of the Arabic name 'Fushang'. Pishin is also the name of an important town in the district. The district is located in the north of the Quetta City, the provincial capital of Balochistan, sharing its boundaries in the north-east with Afghanistan and Killa Saifullah in the east. Killa Abdullah on the west and Quetta District is in the south. The district is comprised of a series of valleys with ground elevation ranging from 1,370–1,680meters above Mean Sea Level, which are enclosed by Toba Kakar Range to the north. Lora River and its tributaries serve as major source meandering through Pishin.

Rabi crops include Wheat, Barley, Cumin, Vegetables and Fodder. Kharif Crops include fruits, Melons, Vegetables, Tobacco, Potato, Fodder and onion. Pishin is unique in the sense, that, it is also the major Tobacco producing district of Balochistan, although Tobacco economically not very important as compared to fruit production. Apples and Grapes are the leading fruits of the district.

District Pishin has substantial potential for mining of Chromite. Although, the Chromites is of high to low grade attribute. The out crop of ultramafic rocks in the area is connected with the main out crops of Muslim Bagh by inter mitten exposures. These ultramafic rocks are spreading over19 Square Kilometer long while 1/2 square kilometer wide area. Serpentinized dunite is the predominate rocks. The ultramafic rocks have extensively been intruded by dolerite dykes and basalt. Chromite has been classified in to three general grades i.e metallurgical, chemical and refractory. The deposits are pod form and small in size. There is occurrence of Dolomite, Soap Stone and Lateriate but exploitation on commercial scale has not been reported. The mineralization of very little Chromite, Quartz vein, Granite, Copper, Mica, Iron ore, Coal and minor minerals like Gravel, Sand and Clay etc, Chromite occurrence is wide spread in Khanozai area of Pishin District.

In Pishin, large manufacturing unit includes the only flour mill functional in the district. The small enterprises include Tobacco, R.C.C, ice, dairy farms and poultry farms which employ remarkable number of workers. Dairy farming and poultry farming is frequent in the area.

Since Pishin lies adjacent to Afghanistan, therefore smuggling takes place. Especially wheat, sugar and edible oil are smuggled into Afghanistan, while spices, dry fruit, skin, wool and a number of merchandised items of foreign origin are smuggled into Pishin. Due to smuggling trends people have lost interest in the industrial development of the district. In Pishin District, traditional handicrafts like embroidery work on dresses (kameez and shalwar) of children and women, on caps, on bed and pillow covers, etc. are very common. Women and girls do the embroidery work at home. It also includes making sweaters from sheep's wool.",7819,1800471.0,128080,5,38,736481.0,94.2,106.09,143142,593339,379122,357356,3,91433,0.453,1940.0,6930,2,10,106,100.0,100.0,91.0,64.0,93.0,836,106,56,55.18,12.41,44.99,19.93
68,Sanghar,26.0464,68.9481,Sindh,"District Sanghar lies in 68° 28” 18’to 70° 12” 49’ east longitudes and 25° 29” 42’ to 26° 28” 1’ north latitudes. This district is bounded by Indian state of Rajhistan on the east, district Khairpur and Shaheed Benazirabad on the north, district Matiari and Tando Allahyar on the west, and district Umerkot and Mirpur Khas on the south. Indus River flows on the western side of this district, in the vicinity of district Matiari. The district comprises of two distinct types of soils. On the western side of the district, most of the area is fertile plain irrigated by a well-established canal system. This comprises of Shahdpur, Tando Adam, Sinjhoro, Jam Nawaz Ali and some area of Khipro taluka. The eastern side of the district comprises of the desert area in Khipro taluka. This desert is commonly known as Acchro Thar. The soil of the district, as a whole, is sandy with hard clay loams and some parts are desert. The average elevation of the area is about 50 meters above sea level.

agriculture is the main source of employment for the rural population, in the urban areas of the district people are engaged in various other economic activities like trade, services, personal business, and government and private jobs. Sanghar and Tando Jam are main trading centers of this district. Taluka Khipro, Jam Nawaz Ali, Sinjhoro and Sanghar are more dependent on agricultural activity as compared to Tando Adam and Shahdadpur. Though Tando Jam and Shahdadpur are also agro-based, here small industries also provide source of livelihood to the resident population.

Apart from well spread desert Achhro Thar in Khipro taluka, the remaining portion of district Sanghar is booming with agricultural activity and small industries. Sanghar contributes significantly in agriculture sector of Sindh because its climate is suitable for production of various crops including the Kharif crops of cotton, rice, jowar and sugarcane and the Rabi crops of wheat, gram and oil seeds. In addition to these, fruit orchards are abundant in this district. Taluka Shahdadpur and Tando Adam are famous for the production of a variety of fruits including banana, mango and dates. The fish of Jumrao canal is also another source of livelihood for the people of Sanghar district.

District Sanghar has agriculture related industries ranging from sugar mill, textile looms, to ginning factories. Sanghar Sugar Mill, textile looms in Tando Adam, cotton ginning factories in towns are the source of employments for residents of district Sanghar.",10608,16.0,374609,6,63,2057057.0,194.0,107.25,588405,1468652,1064484,992509,64,370000,0.386,1320.0,10594,4,298,399,94.0,100.0,13.0,3.0,90.0,2935,109,80,25.26,25.2,54.92,58.68
69,Upper Dir,35.2074,71.8768,Khyber Pakhtunkhwa,"At the time of independence, Dir (princely state) was a state ruled by Nawab Shah Jehan Khan. It was merged with Pakistan in 1969 and later on declared as a district in 1970. In 1996, it was bifurcated into Upper and Lower Dir districts. This district is situated in the northern part of Pakistan. It borders Chitral district and Afghanistan on the north and North West and Swat district to the east, and on the south by Lower Dir District.

People of Upper dir are not well educated but skilled in different fields such as agriculture, horticulture, technical work and industry. Labor in Upper dir is cheap and are easily available to producers which affects the production cost to produce goods at low cost. Majority of the populations is directly related to farming. The main crops grown in the valley are wheat, maize, rice, barley, potato, tomato and onion. In winters the young and energetic people migrate to big cities of the province or country in search of earning in different sectors. Other sources of income are fuel wood trade, daily wage labor, livestock production, gardening and electricity production through water. In Upper Dir there is no industrial sector and no business zone.

The Sarhad Development Authority has explored copper mineralization in the localities around Bekaray, Ala, Guma Dand and Barawal areas. The estimated reserves are around 4 million tones with 0.4 per cent copper. The reserves are very small to be exploited commercially.

In Upper dir the production of plums and pears are high of all fruits. This was exported to various districts of Pakistan that is like Peshawar, Mardan , Swabi and Islamabad, etc.",3699,641306.0,120228,3,32,946421.0,256.0,97.0,44165,902256,466173,480247,1,232013,0.443,740.75,1031,5,72,232,100.0,98.0,54.0,25.0,94.0,806,90,53,40.61,65.85,75.31,96.19
70,Thatta,24.7461,67.9243,Sindh,"District Thatta lies in 67° 20” 48’ to 68° 44” 52’ east longitudes to 23° 48” 44’ to 25° 26” 35’ north latitudes. This district is bounded by district Badin and Tando Muhammad Khan on the east; district Jamshoro on the north, district Hyderabad on the northeast, district Karachi on the northwest and the Arabian Sea and Rann of Kach on the south. 

Due to the long coastal line of 107 kilometers as well as shortage of river Indus water, the southwestern part of the district is saline and sea-affected. The southern portion, adjoining the Run of Kachh, on the border of India, is desert like sandy area. The northern part of this district consists of small hills and torrents that are extended till Kheerthar range of mountains.

Agriculture and fisheries are the two major sources of employment for the people of district Thatta. In addition to that, there is a substantial number of landless people who own and manage livestock or are engaged in the non-farm sectors.

Wheat, rice and sugarcane are major crops of this district. Official statistics about these major crops have shown surprising results i.e., over the last twenty years, area and production of these crops have significantly increased. 

The industrial units of the district include sugar mills, textile mills, paper mills, flour mills, salt works, ice factory, etc. In addition, crushed stones from the Makli Hills and Kohistan are supplied to the Pakistan Steel Mill and the Thatta Cement Factory. There are also large coal deposits in Thatta Taluka. Recent addition to the industrial units is the car manufacturing plant near Budho Talpur, belonging to the Deevan Group, adjacent to the Deewan Sugar Mills. Apart from the sugar mills, all the larger industrial units are located in Dhabeji and Gharo mouzas adjacent to Karachi. Most of the labour force working in these units is non-local and generally belongs to Karachi.

Good breed of buffalo and cow are found in the district. Sheep, goat, camel, horse, ass and mule are also the main livestock of the district. The numbers of large animals exceeds the number of smaller animals showing people’s preferences for keeping cattle rather than goats or sheep.",17355,470743.8,184868,4,40,979817.0,56.0,108.68,176058,803759,510279,469504,34,411000,0.437,1243.0,2360,1,188,238,100.0,93.0,66.0,13.0,75.0,1413,47,45,50.05,14.48,18.91,59.5
71,Kohlu,29.8965,69.2532,Balochistan,"Kohlu district lies between 68°05'49""-69°38'46""East longitudes and 29°13'3""-30°04'15"" North latitudes. Location of Kohlu is at 550 km (aerial distance) south-west (220 degrees bearing) of Pakistan's Capital City Islamabad and 215 km (aerial distance) east (98 degrees bearing) from Quetta city, the provincial capital of Balochistan.

Kohlu was notified as separate district on 6 February, 1974 and was restructured in July, 1983. The district headquarter is in “Kohlu” town. The district is located in the north-east of Balochistan, sharing its boundaries in the east with district Barkhan and Loralai in the north. Dera Bugti is on the south and Sibi in the west.

Major Rabi crops include Wheat, Barley, Vegetables and Fodder. Kharif crops in District Kohlu include Sorghum (Jowar), Millet (Bajra), Maize, Mung bean, Mash bean, Moth, fruits, Onion, Vegetables, Melons, Chilies, Fodder and Coriander, Cotton. Apples, almonds, apricot, peach, plum and pomegranates are the leading fruits of district Kohlu.

There is one government poultry farm and small-scale private/commercial poultry farms of broiler and layer breeds.

District Kohlu remained as one of the geologically least investigated area due to prevailing remoteness and political situation. Kishk range of mountains covered the majority of the districts' area, which varies from 1,200 to 1,700 meters. Sedimentary rocks ranges are having age from cretaceous to pleistocene along with Quaternary alluvium. They are grouped into cretaceous Mughalkit and Pab formations; Paleocene Rakhijaj and Dungan formations; Eocene Shaheed Gat; Ghaziz, Toi, Drug, Barka, Ha bib Tahi, Domanda, Pikoh and Drazund formation; Oligocene Chitarwata, Miocen/Pleistocene Dada formation; Narahan Levey post; Fazalchel. Mawand and Kahan area show carbonaceous material. The occurrence of carbonaceous matter has economic significance as a source for the hydrocarbon generation; thus, these areas hold good potential for localization of coal and hydrocarbon reserves. Fluorite and Silica sand deposits are also reported from private mine owners, Gypsum deposits are found in the Girsini area, the host formation are Eocene Barka and Domanda formations. There are two exposed beds of Gypsum in the Girsine area. The lower bed is 7 meters thick while the upper bed is buried under the alluvium. Its exposed extension is about 40 m taking 50 meter depth.",7610,3110.0,260827,5,7,214350.0,28.17,109.72,17426,196924,112142,102208,0,174167,0.503,1350.0,924,1,0,35,100.0,100.0,32.0,0.0,55.0,426,23,19,53.85,12.56,45.81,1.86
72,Mastung,29.7997,66.8455,Balochistan,"Mastung (a district in Kalat Division) lies between 66°11'34""-67°25'59"" East longitudes and 29°20'13""- 30°15'8"" North latitudes. Location of Mastung is at 735 km (aerial distance) south-west (235 degrees bearing) of Pakistan's Capital City Islamabad and 45 km (aerial distance) south-west (200 degrees bearing) from Quetta City, the provincial capital of Balochistan.

Mastung used to be a sub-division of Kalat district. Due to administrative reasons, it was separated from Kalat in July 1991 and was given the status of a district. From 18 February 1992 Mastung has functioned as a separate district. The district derives its name from the locality of Mastung. According to locals “Mastung” is made up of two words Mas and Tung. In Brahvi language Mas means mountain and Tung means hole. Mastung is situated at the bottom of Lack pass. When someone crosses the Lack Pass from Quetta, before entering into Mastung city, he feels that he is passing through a hole.

Rabi crops include; Wheat, Barley, Cumin, Vegetables, Fodder and Sunflower. Kharif crops include; Mung bean, Fruits, Onion, Potato, vegetables, Melons, Chilies, Fodder, Coriander and Garlic. Almond, Apple, Apricot, Grapes, Peach, Plum, Pear, Pomegranate, Cherry and Pistachio are the leading fruits of District Mastung.

In District Mastung, the iron ore and fluorite deposits occur in Dilband area. The oldest formation in the area is the Chiltan Limestone, in which fluorite is deposited in the shape of small veins, irregular pods, pockets and along beds. Iron stone bed, in the district, has long been known as Bauxite deposit. Geological Survey of Pakistan's research work has proven the resources of Iron Ore of economic significance. On average, the iron stone bed is about 2 meters thick and fairly exposed. Main constituent of the ore is hematite, while quartz, calcite and chlorite occur as gangue minerals. On the basis of limited research and exploration work carried out by the Geological Survey of Pakistan, the ore reserves are tentatively estimated in excess of 200 million tones.",5896,540720.0,380801,4,20,266461.0,45.19,107.37,35129,231332,137963,128498,0,8628,0.302,1440.0,27,2,0,70,100.0,100.0,100.0,16.0,98.0,305,50,32,54.88,9.15,35.29,39.54
73,Loralai,30.3705,68.5979,Balochistan,"Loralai District lies between 67°41'18""-69°44'22""East longitudes and 29°54'50""-30°41'28"" North latitudes. Location of Loralai is at 560 km (aerial distance) south-west (230 degrees bearing) of Pakistan's Capital City Islamabad and 150 km West (83 degrees bearing) from Quetta city, provincial capital of Balochistan.

Loralai was granted the status of a separate district on October, 1903. Formerly, the district was known as Bori. The name originates from Lorala, which is a stream that flows in the south of Loralai town. The district headquarter is in “Loralai” town. Loralai is located in the North-east of Balochistan, sharing its boundaries clockwise from North with Killa Saifullah, Zhob, Musakhel, Barkhan, Kohlu, Sibi and Ziarat Districts. 

The terrain of the district consists of east-west aligned mountains, valleys and southern plains ranging in ground elevation from 908-3,136 meters above MSL (Mean Sea Level). Loralai has been famous for its agriculture/ horticulture and livestock holdings. Almonds and apricots are popular across the country. Communications network of Loralai city is well established with radio station broadcasting, telephone exchange, and mobile communication services.

Major Rabi crops include Wheat and Vegetables followed by Barley, Cumin, Chickpea (Gram), Peas (Mutter), Lentil (Masoor), and Fodder. Major Kharif Crops include Fruits, Maize, Sorghum, Garlic and Potatoes. Almond, Apple, Apricot, Grapes, Peach, Plum, Pomegranate and Cherry are the leading fruits of the district.

Coal, Marble and Fluorite are minerals produced in the district, whereas, occurrences of Glass sand, Talc are reported. Gypsum and Anhydrite is also found in large quantity. Coal is the major mineral of the district that is how Coal fields of Duki, identified in 1981 are very famous.

Chamalang Coal field bearing indicated 50 million tons of good quality which was discovered in 1960. Gypsum and Anhydrite also found in Chamalang. These deposits occur as beds, of which 13 beds are identified with a total thickness of 15 meters separated by Shale and Limestone.

Limestone and ordinary stone are produced in significant quantity. Glass sand deposits are also reported from Duki area, which is about 8 Km west of Duki Town. Several stone crushers are installed in the district by which Limestone is graded in various sizes that are used in the construction of buildings and roads.

In Loralai District, some marble units and one flour mill has been established. There are some small enterprises with very few number of workers employed, which are mostly males.

The district has no traditional trade centre. Trade is mostly conducted on retail basis and a very little on whole sale basis. The major exports of the district are fresh fruits, dry fruits, hides and skins and wool. All other items are brought in the district either from the provincial capital or from Punjab province.",9830,1490224.0,550876,4,36,397400.0,40.43,114.87,64938,332462,212451,184948,1,131806,0.32,1326.0,13198,2,0,92,100.0,100.0,40.0,3.0,51.0,672,54,28,53.45,18.13,40.71,12.04
74,Barkhan,29.8977,69.5256,Balochistan,"Area-wise district Barkhan is the 8 smallest district of Balochistan and has an area of 3,410 square kilometers, Barkhan District lies between 69°3'-70°4' East longitudes and 29°37'-30°21' North latitudes consisting of 1 Tehsil and 8 Union Councils. Location of Barkhan is at 541km (aerial distance) south-west (220 degrees bearing) of Pakistan's capital city Islamabad and 245 km east (97 degrees bearing) from Quetta City, the provincial capital of Balochistan.

Barkhan was granted the status of separate district on 31 December, 1991. The name “Barkhan” is said to be originated from an individual's name: Baron Khan. He was the founder of Barozai family of Pannis and who either owned this area himself or had been ruling on behalf of Governor of Sibi. The eastern boundary of District Barkhan demarcates Punjab and Balochistan. Barkhan shares its boundaries in the east with district Dera Bugti while districts of Loralai and Kohlu are on the western side and Musakhail District is in the north. The district's headquarter is in “Barkhan” town.

The major Rabi crop is Wheat, Vegetable production is very important and dominant in Barkhan. Almond, Apple, Apricot, Peach, Plum, Grapes and Pomegranate are the leading fruits produced in District Barkhan.

In Balochistan, industrial development started after 1970 when Provincial Government developed some Industrial Estates because of availability of raw material such as minerals, agricultural crops, fruits, vegetables and fish. Industrialization is considered as key to achieving rapid economic development besides reducing poverty. There are no significant industrial establishments in the district except one registered flour mill which employs more than 10 regular workers. The district is devoid of any substantial manufacturing units and large industries. There are some small enterprises employing very few workers. The labor employed in the manufacturing and industrial sectors are all paid males. Females are involved only in handicraft which is not a formal part of industries in the district.

Traders and shopkeepers deal in almost all sorts of goods as trade is conducted on retail bases. Most of the items are made bypesh (dwarf palm) which include ban, ropes, mats and which are exported to Dera Ghazi Khan and other trade centers in Punjab province. Wheat, sorghum (Jowar), mung, cotton, chilies and fruits are sold in other districts in addition to skins and wool of goats, sheep, and horses. Large bazaars exist in the major towns of Barkhan and Rakhni. Naharkot and Rarkan are comparatively small towns where all necessary goods are available.

The Industries Department, at the provincial level, has two Directorates: one is headed by the Director of Industries and the other by Director of Small Industries. The carpet and embroidery training centers are under the jurisdiction of Small Industries Directorate but in Barkhan District these training centers are not available.",3410,3110.0,260041,1,8,171556.0,48.8,110.86,12176,159380,81359,90196,1,117286,0.627,766.0,1235,1,0,21,100.0,73.0,19.0,4.0,64.0,565,34,23,54.58,14.81,52.91,2.65
75,Ziarat,30.3814,67.7258,Balochistan,"Ziarat District lies between 67°11'18""- 68°36' East longitudes and 30°09'46""- 30°35'56"" North latitudes. Location of Ziarat is at 620 km (aerial distance) south-west (235 degrees bearing) of Pakistan's Capital City Islamabad and 70 km east (75 degrees bearing) from Quetta City, the provincial capital of Balochistan.

Blessed with an enthralling beauty and custodian of a lush green vista, Ziarat Valley is the most significant part of Ziarat District. It is a tourist place, which is mostly visited in summer season. The name originates from Ziarat means ""shrine"" named after a Pushtoon saint, Kharwari Baba, is believed to have rested in the valley and blessed it with his virtues. He was buried here after his death. The district headquarter is in “Ziarat” town. The district is located in the north-east of Balochistan, sharing its boundaries with Pishin, Loralai, Sibi and Quetta Districts.

The terrain of the district comprises of hills, mountains and valleys with varied ground elevation of 1,800 - 3,488 meters above sea level. Ziarat is a holiday resort amidst one of the largest and oldest Juniper forests in the world. Some of the Juniper trees are as old as 5000 years. Honey is considered as the magic of Ziarat. Large-sized flowers, lush green grass and cool weather, even in the hottest months of summer, have deep pleasant touch. An exquisite lavender-like bush ""shinshoab"" appears beautiful in twilights. Over 4,400 acres in and around Ziarat consist of apple orchards. Black and Red “kulu” varieties of apple are delicious. A fair amount of black cherry is also grown in Ziarat. It is famous as Quaid-e-Azam Muhammad Ali Jinnah, the founder of Pakistan, stayed there during the last few days of his life in September 1948.

Rabi crops include; Wheat, Barley, Rapeseed /Mustard, Vegetables and Fodder.

Kharif crops include; Sorghum (Jowar), Millet (Bajra), Maize, Mung bean, Mash bean, fruits, Onion, Potato, Vegetables, Melons, Chilies and Fodder.

Almond, Apple, Apricot, Grapes, Peach and Pomegranates are the leading fruits of District Ziarat.

Laterite deposits of economic value stretch over 60 Square Kilometer area from Ziarat towards Tehsil Sinjawai. It is a yellow, light brown, dark brown to maroon and even reddish brown mixture of hydroxides of Aluminum, Iron, Manganese, Titanium and other metals. Its deposits contain TiO , which is assumed to be of great importance. 2 Titanium, a metal extensively used for performance of military and civil aircraft, rockets and missile etc., as by preliminary investigation carried out by Geological Survey of Pakistan, indicated that Laterite Zone in the vicinity of Ziarat contain 1 to 2% Titanium Oxide along with high Iron and Aluminum contents: used by paint industry in preparation of paints and pigments.",1489,1260797.0,28999,2,14,160422.0,107.74,105.36,3406,157016,82302,78117,3,1929,0.575,827.0,321,1,0,38,100.0,100.0,84.0,16.0,66.0,224,25,19,50.3,6.22,41.78,19.11
